"","codigo_comuna","nombre_comuna","TipoEstablecimiento","n_estudiantes","promedio"
"665",16201,"QUIRIHUE","Particular Subvencionado",167,6.1
"666",16202,"COBQUECURA","Municipal",263,6
"667",16203,"COELEMU","Municipal",1016,6
"668",16203,"COELEMU","Particular Subvencionado",182,6
"669",16204,"NINHUE","Municipal",259,5.8
"670",16204,"NINHUE","Particular Subvencionado",58,6.4
"671",16205,"PORTEZUELO","Municipal",190,6
"672",16205,"PORTEZUELO","Particular Subvencionado",98,5.9
"673",16206,"RANQUIL","Municipal",294,5.9
"674",16206,"RANQUIL","Particular Subvencionado",122,6
"675",16207,"TREHUACO","Municipal",179,6.3
"676",16301,"SAN CARLOS","Municipal",1372,5.8
"677",16301,"SAN CARLOS","Particular Subvencionado",2144,6
"678",16302,"COIHUECO","Municipal",1255,5.8
"679",16302,"COIHUECO","Particular Subvencionado",582,5.8
"680",16303,"ÑIQUÉN","Municipal",623,5.9
"681",16303,"ÑIQUÉN","Particular Subvencionado",70,5.8
"682",16304,"SAN FABIÁN","Municipal",371,6.1
"683",16305,"SAN NICOLÁS","Municipal",1058,5.8
